wavelength_nm,wavelength_source,Aki,aki_unit,acc,lower_conf,lower_term,lower_J,upper_conf,upper_term,upper_J,lower_energy_eV,upper_energy_eV,energy_unit
32.02935,ritz_wl_vac_nm,,1/s,,1s.2p,3P*,0,2p2,3P,"0,1,2",20.96421885051,59.67378,eV
32.02925,ritz_wl_vac_nm,,1/s,,1s.2p,3P*,1,2p2,3P,"0,1,2",20.96409636464,59.67378,eV
32.02924,ritz_wl_vac_nm,,1/s,,1s.2p,3P*,2,2p2,3P,"0,1,2",20.96408688908,59.67378,eV
50.5500354,ritz_wl_vac_nm,,1/s,,1s2,1S,0,1s.15p,1P*,1,0.0,24.527025054182,eV
50.5684333,ritz_wl_vac_nm,,1/s,,1s2,1S,0,1s.14p,1P*,1,0.0,24.518101588364,eV
50.5912527,ritz_wl_vac_nm,,1/s,,1s2,1S,0,1s.13p,1P*,1,0.0,24.507042603098,eV
50.6200349,ritz_wl_vac_nm,,1/s,,1s2,1S,0,1s.12p,1P*,1,0.0,24.493108062951,eV
50.6570577,ritz_wl_vac_nm,,1/s,,1s2,1S,0,1s.11p,1P*,1,0.0,24.475207217946,eV
50.7058027,ritz_wl_vac_nm,15929000.0,1/s,AAA,1s2,1S,0,1s.10p,1P*,1,0.0,24.451678459372,eV
50.7718102,ritz_wl_vac_nm,21826000.0,1/s,AAA,1s2,1S,0,1s.9p,1P*,1,0.0,24.419889314325,eV
50.8643383,ritz_wl_vac_nm,31031000.0,1/s,AAA,1s2,1S,0,1s.8p,1P*,1,0.0,24.37546669735,eV
50.99983,ritz_wl_vac_nm,46224000.0,1/s,AAA,1s2,1S,0,1s.7p,1P*,1,0.0,24.31070817873,eV
51.0132995,ritz_wl_vac_nm,0.0107,1/s,C,1s2,1S,0,1s.7p,3P*,2,0.0,24.30428920147,eV
51.209857,ritz_wl_vac_nm,73174000.0,1/s,AAA,1s2,1S,0,1s.6p,1P*,1,0.0,24.21100267716,eV
51.2135649,ritz_wl_vac_nm,264.8,1/s,AAA,1s2,1S,0,1s.6d,1D,2,0.0,24.209249793955,eV
51.2314135,ritz_wl_vac_nm,0.0153,1/s,C,1s2,1S,0,1s.6p,3P*,2,0.0,24.20081545451,eV
51.5616849,ritz_wl_vac_nm,125820000.0,1/s,AAA,1s2,1S,0,1s.5p,1P*,1,0.0,24.04580040653,eV
51.5681122,ritz_wl_vac_nm,431.36,1/s,AAA,1s2,1S,0,1s.5d,1D,2,0.0,24.042803412125,eV
51.5993995,ritz_wl_vac_nm,0.0264,1/s,C,1s2,1S,0,1s.5p,3P*,2,0.0,24.028225064,eV
52.2213093,ritz_wl_vac_nm,243560000.0,1/s,AAA,1s2,1S,0,1s.4p,1P*,1,0.0,23.7420700688,eV
52.2339267,ritz_wl_vac_nm,748.48,1/s,AAA,1s2,1S,0,1s.4d,1D,2,0.0,23.73633503536,eV
52.2965949,ritz_wl_vac_nm,0.052,1/s,C,1s2,1S,0,1s.4p,3P*,2,0.0,23.7078912279,eV
53.7029926,ritz_wl_vac_nm,566340000.0,1/s,AAA,1s2,1S,0,1s.3p,1P*,1,0.0,23.0870185296,eV
53.733118,ritz_wl_vac_nm,1299.0,1/s,AA,1s2,1S,0,1s.3d,1D,2,0.0,23.07407479777,eV
53.8896007,ritz_wl_vac_nm,0.121,1/s,C,1s2,1S,0,1s.3p,3P*,2,0.0,23.00707314571,eV
58.4334366,ritz_wl_vac_nm,1798900000.0,1/s,AAA,1s2,1S,0,1s.2p,1P*,1,0.0,21.2180227112,eV
59.141208,ritz_wl_vac_nm,176.4,1/s,AA,1s2,1S,0,1s.2p,3P*,1,0.0,20.96409636464,eV
59.1412348,ritz_wl_vac_nm,0.327,1/s,A,1s2,1S,0,1s.2p,3P*,2,0.0,20.96408688908,eV
62.5563117,ritz_wl_vac_nm,0.0001272,1/s,AA,1s2,1S,0,1s.2s,3S,1,0.0,19.819614525,eV
257.79,ritz_wl_vac_nm,,1/s,,2s.2p,3P*,"0,1,2",2p.3p,3D,"1,2,3",58.311,63.119,eV
267.7128036,ritz_wl_vac_nm,441740.0,1/s,AAA,1s.2s,3S,1,1s.10p,3P*,0,19.819614525,24.44947779185,eV
267.7128518,ritz_wl_vac_nm,441740.0,1/s,AAA,1s.2s,3S,1,1s.10p,3P*,1,19.819614525,24.44947695951,eV
267.7128557,ritz_wl_vac_nm,441740.0,1/s,AAA,1s.2s,3S,1,1s.10p,3P*,2,19.819614525,24.44947689179,eV
269.6117592,ritz_wl_vac_nm,602340.0,1/s,AAA,1s.2s,3S,1,1s.9p,3P*,0,19.819614525,24.41687012452,eV
269.6118264,ritz_wl_vac_nm,602340.0,1/s,AAA,1s.2s,3S,1,1s.9p,3P*,1,19.819614525,24.41686897915,eV
269.6118319,ritz_wl_vac_nm,602340.0,1/s,AAA,1s.2s,3S,1,1s.9p,3P*,2,19.819614525,24.41686888593,eV
272.3191003,ritz_wl_vac_nm,849960.0,1/s,AAA,1s.2s,3S,1,1s.8p,3P*,0,19.819614525,24.37116765163,eV
272.3191983,ritz_wl_vac_nm,849960.0,1/s,AAA,1s.2s,3S,1,1s.8p,3P*,1,19.819614525,24.37116601407,eV
272.3192063,ritz_wl_vac_nm,849960.0,1/s,AAA,1s.2s,3S,1,1s.8p,3P*,2,19.819614525,24.37116588077,eV
276.3801583,ritz_wl_vac_nm,1250800.0,1/s,AAA,1s.2s,3S,1,1s.7p,3P*,0,19.819614525,24.30429185947,eV
276.3803097,ritz_wl_vac_nm,1250800.0,1/s,AAA,1s.2s,3S,1,1s.7p,3P*,1,19.819614525,24.30428940164,eV
276.3803221,ritz_wl_vac_nm,1250800.0,1/s,AAA,1s.2s,3S,1,1s.7p,3P*,2,19.819614525,24.30428920147,eV
281.82,ritz_wl_vac_nm,,1/s,,2p2,3P,"0,1,2",2p.3d,3P*,"0,1,2",59.67378,64.0719,eV
282.9078411,ritz_wl_vac_nm,1938900.0,1/s,AAA,1s.2s,3S,1,1s.6p,3P*,0,19.819614525,24.20081970804,eV
282.9080951,ritz_wl_vac_nm,1938900.0,1/s,AAA,1s.2s,3S,1,1s.6p,3P*,1,19.819614525,24.20081577498,eV
282.9081157,ritz_wl_vac_nm,1938900.0,1/s,AAA,1s.2s,3S,1,1s.6p,3P*,2,19.819614525,24.20081545451,eV
294.5098929,ritz_wl_vac_nm,3200600.0,1/s,AAA,1s.2s,3S,1,1s.5p,3P*,0,19.819614525,24.0282324989,eV
294.510374,ritz_wl_vac_nm,3200600.0,1/s,AAA,1s.2s,3S,1,1s.5p,3P*,1,19.819614525,24.0282256244,eV
294.5104132,ritz_wl_vac_nm,3200600.0,1/s,AAA,1s.2s,3S,1,1s.5p,3P*,2,19.819614525,24.028225064,eV
301.371,ritz_wl_vac_nm,,1/s,,2p2,3P,"0,1,2",2p.3d,3D*,"1,2,3",59.67378,63.78658,eV
318.7733181,ritz_wl_vac_nm,5636100.0,1/s,AAA,1s.2s,3S,1,1s.4p,3P*,0,19.819614525,23.7079060221,eV
318.7744395,ritz_wl_vac_nm,5636100.0,1/s,AAA,1s.2s,3S,1,1s.4p,3P*,1,19.819614525,23.7078923433,eV
318.774531,ritz_wl_vac_nm,5636100.0,1/s,AAA,1s.2s,3S,1,1s.4p,3P*,2,19.819614525,23.7078912279,eV
323.1270394,ritz_wl_vac_nm,510150.0,1/s,AAA,1s.2s,1S,0,1s.10p,1P*,1,20.615774823,24.451678459372,eV
325.8273506,ritz_wl_vac_nm,696270.0,1/s,AAA,1s.2s,1S,0,1s.9p,1P*,1,20.615774823,24.419889314325,eV
329.6772939,ritz_wl_vac_nm,984320.0,1/s,AAA,1s.2s,1S,0,1s.8p,1P*,1,20.615774823,24.37546669735,eV
335.4555098,ritz_wl_vac_nm,1453700.0,1/s,AAA,1s.2s,1S,0,1s.7p,1P*,1,20.615774823,24.31070817873,eV
344.7589034,ritz_wl_vac_nm,2269100.0,1/s,AAA,1s.2s,1S,0,1s.6p,1P*,1,20.615774823,24.21100267716,eV
344.9270805,ritz_wl_vac_nm,3.9163,1/s,AAA,1s.2s,1S,0,1s.6d,1D,2,20.615774823,24.209249793955,eV
355.440614,ritz_wl_vac_nm,36386.0,1/s,AAA,1s.2p,3P*,2,1s.10d,3D,1,20.96408688908,24.451273968544,eV
355.4406289,ritz_wl_vac_nm,327450.0,1/s,AAA,1s.2p,3P*,2,1s.10d,3D,2,20.96408688908,24.451273822448,eV
355.44063,ritz_wl_vac_nm,130990.0,1/s,AAA,1s.2p,3P*,2,1s.10d,3D,3,20.96408688908,24.451273812052,eV
355.4415799,ritz_wl_vac_nm,545790.0,1/s,AAA,1s.2p,3P*,1,1s.10d,3D,1,20.96409636464,24.451273968544,eV
355.4415948,ritz_wl_vac_nm,982350.0,1/s,AAA,1s.2p,3P*,1,1s.10d,3D,2,20.96409636464,24.451273822448,eV
355.4540654,ritz_wl_vac_nm,727720.0,1/s,AAA,1s.2p,3P*,0,1s.10d,3D,1,20.96421885051,24.451273968544,eV
356.2969075,ritz_wl_vac_nm,268680.0,1/s,AAA,1s.2p,3P*,2,1s.10s,3S,1,20.96408688908,24.44289339729,eV
356.297878,ritz_wl_vac_nm,161210.0,1/s,AAA,1s.2p,3P*,1,1s.10s,3S,1,20.96409636464,24.44289339729,eV
356.3104237,ritz_wl_vac_nm,53735.0,1/s,AAA,1s.2p,3P*,0,1s.10s,3S,1,20.96421885051,24.44289339729,eV
358.7261797,ritz_wl_vac_nm,50298.0,1/s,AAA,1s.2p,3P*,2,1s.9d,3D,1,20.96408688908,24.41933577972,eV
358.7262006,ritz_wl_vac_nm,452650.0,1/s,AAA,1s.2p,3P*,2,1s.9d,3D,2,20.96408688908,24.419335579246,eV
358.726202,ritz_wl_vac_nm,1810700.0,1/s,AAA,1s.2p,3P*,2,1s.9d,3D,3,20.96408688908,24.419335565023,eV
358.7271635,ritz_wl_vac_nm,754480.0,1/s,AAA,1s.2p,3P*,1,1s.9d,3D,1,20.96409636464,24.41933577972,eV
358.7271843,ritz_wl_vac_nm,1358000.0,1/s,AAA,1s.2p,3P*,1,1s.9d,3D,2,20.96409636464,24.419335579246,eV
358.739881,ritz_wl_vac_nm,1006000.0,1/s,AAA,1s.2p,3P*,0,1s.9d,3D,1,20.96421885051,24.41933577972,eV
359.9304502,ritz_wl_vac_nm,373580.0,1/s,AAA,1s.2p,3P*,2,1s.9s,3S,1,20.96408688908,24.40777537914,eV
359.9314406,ritz_wl_vac_nm,224150.0,1/s,AAA,1s.2p,3P*,1,1s.9s,3S,1,20.96409636464,24.40777537914,eV
359.9442436,ritz_wl_vac_nm,74716.0,1/s,AAA,1s.2p,3P*,0,1s.9s,3S,1,20.96421885051,24.40777537914,eV
361.3642093,ritz_wl_vac_nm,3802200.0,1/s,AAA,1s.2s,1S,0,1s.5p,1P*,1,20.615774823,24.04580040653,eV
361.6802369,ritz_wl_vac_nm,8.2983,1/s,AAA,1s.2s,1S,0,1s.5d,1D,2,20.615774823,24.042803412125,eV
363.4230767,ritz_wl_vac_nm,72396.0,1/s,AAA,1s.2p,3P*,2,1s.8d,3D,1,20.96408688908,24.374681185743,eV
363.4231071,ritz_wl_vac_nm,651510.0,1/s,AAA,1s.2p,3P*,2,1s.8d,3D,2,20.96408688908,24.374680900214,eV
363.4231092,ritz_wl_vac_nm,2606300.0,1/s,AAA,1s.2p,3P*,2,1s.8d,3D,3,20.96408688908,24.374680880069,eV
363.4240864,ritz_wl_vac_nm,1085900.0,1/s,AAA,1s.2p,3P*,1,1s.8d,3D,1,20.96409636464,24.374681185743,eV
363.4241168,ritz_wl_vac_nm,1954600.0,1/s,AAA,1s.2p,3P*,1,1s.8d,3D,2,20.96409636464,24.374680900214,eV
363.437139,ritz_wl_vac_nm,1447900.0,1/s,AAA,1s.2p,3P*,0,1s.8d,3D,1,20.96421885051,24.374681185743,eV
365.1981531,ritz_wl_vac_nm,541360.0,1/s,AAA,1s.2p,3P*,2,1s.8s,3S,1,20.96408688908,24.358104144,eV
365.1991727,ritz_wl_vac_nm,324810.0,1/s,AAA,1s.2p,3P*,1,1s.8s,3S,1,20.96409636464,24.358104144,eV
365.2123532,ritz_wl_vac_nm,108270.0,1/s,AAA,1s.2p,3P*,0,1s.8s,3S,1,20.96421885051,24.358104144,eV
370.4995274,ritz_wl_vac_nm,109800.0,1/s,AAA,1s.2p,3P*,2,1s.7d,3D,1,20.96408688908,24.309541353601,eV
370.4995746,ritz_wl_vac_nm,988140.0,1/s,AAA,1s.2p,3P*,2,1s.7d,3D,2,20.96408688908,24.309540927161,eV
370.4995779,ritz_wl_vac_nm,3952900.0,1/s,AAA,1s.2p,3P*,2,1s.7d,3D,3,20.96408688908,24.3095408973,eV
370.5005768,ritz_wl_vac_nm,1647000.0,1/s,AAA,1s.2p,3P*,1,1s.7d,3D,1,20.96409636464,24.309541353601,eV
370.500624,ritz_wl_vac_nm,2964400.0,1/s,AAA,1s.2p,3P*,1,1s.7d,3D,2,20.96409636464,24.309540927161,eV
370.5141427,ritz_wl_vac_nm,2196100.0,1/s,AAA,1s.2p,3P*,0,1s.7d,3D,1,20.96421885051,24.309541353601,eV
373.2863477,ritz_wl_vac_nm,827500.0,1/s,AAA,1s.2p,3P*,2,1s.7s,3S,1,20.96408688908,24.2845660369,eV
373.287413,ritz_wl_vac_nm,496500.0,1/s,AAA,1s.2p,3P*,1,1s.7s,3S,1,20.96409636464,24.2845660369,eV
373.3011837,ritz_wl_vac_nm,165500.0,1/s,AAA,1s.2p,3P*,0,1s.7s,3S,1,20.96421885051,24.2845660369,eV
381.9601975,ritz_wl_vac_nm,178760.0,1/s,AAA,1s.2p,3P*,2,1s.6d,3D,1,20.96408688908,24.209163835045,eV
381.9602773,ritz_wl_vac_nm,1608700.0,1/s,AAA,1s.2p,3P*,2,1s.6d,3D,2,20.96408688908,24.209163157329,eV
381.9602828,ritz_wl_vac_nm,6435300.0,1/s,AAA,1s.2p,3P*,2,1s.6d,3D,3,20.96408688908,24.209163110443,eV
381.9613129,ritz_wl_vac_nm,2681400.0,1/s,AAA,1s.2p,3P*,1,1s.6d,3D,1,20.96409636464,24.209163835045,eV
381.9613927,ritz_wl_vac_nm,4826100.0,1/s,AAA,1s.2p,3P*,1,1s.6d,3D,2,20.96409636464,24.209163157329,eV
381.975731,ritz_wl_vac_nm,3575200.0,1/s,AAA,1s.2p,3P*,0,1s.6d,3D,1,20.96421885051,24.209163835045,eV
383.3548713,ritz_wl_vac_nm,964700.0,1/s,AAA,1s.2p,1P*,1,1s.10d,1D,2,21.2180227112,24.4512941044573,eV
383.8100125,ritz_wl_vac_nm,374250.0,1/s,AAA,1s.2p,1P*,1,1s.10s,1S,0,21.2180227112,24.4474600191,eV
386.7472343,ritz_wl_vac_nm,1359200.0,1/s,AAA,1s.2p,3P*,2,1s.6s,3S,1,20.96408688908,24.1689982232,eV
386.7483778,ritz_wl_vac_nm,815510.0,1/s,AAA,1s.2p,3P*,1,1s.6s,3S,1,20.96409636464,24.1689982232,eV
386.7631595,ritz_wl_vac_nm,271840.0,1/s,AAA,1s.2p,3P*,0,1s.6s,3S,1,20.96421885051,24.1689982232,eV
387.1786406,ritz_wl_vac_nm,1338600.0,1/s,AAA,1s.2p,1P*,1,1s.9d,1D,2,21.2180227112,24.41936311728,eV
387.8176858,ritz_wl_vac_nm,517530.0,1/s,AAA,1s.2p,1P*,1,1s.9s,1S,0,21.2180227112,24.41408807749,eV
388.8604644,ritz_wl_vac_nm,9474600.0,1/s,AAA,1s.2s,3S,1,1s.3p,3P*,0,19.819614525,23.0071094335,eV
388.864559,ritz_wl_vac_nm,9474600.0,1/s,AAA,1s.2s,3S,1,1s.3p,3P*,1,19.819614525,23.0070758719,eV
388.8648915,ritz_wl_vac_nm,9474600.0,1/s,AAA,1s.2s,3S,1,1s.3p,3P*,2,19.819614525,23.00707314571,eV
392.6544387,ritz_wl_vac_nm,1937100.0,1/s,AAA,1s.2p,1P*,1,1s.8d,1D,2,21.2180227112,24.374719544511,eV
393.5945223,ritz_wl_vac_nm,744750.0,1/s,AAA,1s.2p,1P*,1,1s.8s,1S,0,21.2180227112,24.3671800778,eV
396.4728829,ritz_wl_vac_nm,6950700.0,1/s,AAA,1s.2s,1S,0,1s.4p,1P*,1,20.615774823,23.7420700688,eV
397.2015454,ritz_wl_vac_nm,22.842,1/s,AAA,1s.2s,1S,0,1s.4d,1D,2,20.615774823,23.73633503536,eV
400.9256516,ritz_wl_vac_nm,2961200.0,1/s,AAA,1s.2p,1P*,1,1s.7d,1D,2,21.2180227112,24.309597381304,eV
402.3979795,ritz_wl_vac_nm,1128100.0,1/s,AAA,1s.2p,1P*,1,1s.7s,1S,0,21.2180227112,24.2982859057,eV
402.6184368,ritz_wl_vac_nm,322240.0,1/s,AAA,1s.2p,3P*,2,1s.5d,3D,1,20.96408688908,24.042663494166,eV
402.6185901,ritz_wl_vac_nm,2899900.0,1/s,AAA,1s.2p,3P*,2,1s.5d,3D,2,20.96408688908,24.042662321526,eV
402.6186005,ritz_wl_vac_nm,11601000.0,1/s,AAA,1s.2p,3P*,2,1s.5d,3D,3,20.96408688908,24.042662242088,eV
402.619676,ritz_wl_vac_nm,4833600.0,1/s,AAA,1s.2p,3P*,1,1s.5d,3D,1,20.96409636464,24.042663494166,eV
402.6198294,ritz_wl_vac_nm,8699700.0,1/s,AAA,1s.2p,3P*,1,1s.5d,3D,2,20.96409636464,24.042662321526,eV
402.6356959,ritz_wl_vac_nm,6444800.0,1/s,AAA,1s.2p,3P*,0,1s.5d,3D,1,20.96421885051,24.042663494166,eV
412.0810765,ritz_wl_vac_nm,2473800.0,1/s,AAA,1s.2p,3P*,2,1s.5s,3S,1,20.96408688908,23.9719714182,eV
412.0823747,ritz_wl_vac_nm,1484300.0,1/s,AAA,1s.2p,3P*,1,1s.5s,3S,1,20.96409636464,23.9719714182,eV
412.0991564,ritz_wl_vac_nm,494760.0,1/s,AAA,1s.2p,3P*,0,1s.5s,3S,1,20.96421885051,23.9719714182,eV
414.1332157,ritz_wl_vac_nm,3.069,1/s,AA,1s.2p,1P*,1,1s.6p,1P*,1,21.2180227112,24.21100267716,eV
414.3759059,ritz_wl_vac_nm,4881200.0,1/s,AAA,1s.2p,1P*,1,1s.6d,1D,2,21.2180227112,24.209249793955,eV
416.8971512,ritz_wl_vac_nm,1829800.0,1/s,AAA,1s.2p,1P*,1,1s.6s,1S,0,21.2180227112,24.1911602752,eV
438.3278555,ritz_wl_vac_nm,5.317,1/s,AA,1s.2p,1P*,1,1s.5p,1P*,1,21.2180227112,24.04580040653,eV
438.7929143,ritz_wl_vac_nm,8988900.0,1/s,AAA,1s.2p,1P*,1,1s.5d,1D,2,21.2180227112,24.042803412125,eV
443.7553428,ritz_wl_vac_nm,3268900.0,1/s,AAA,1s.2p,1P*,1,1s.5s,1S,0,21.2180227112,24.0112149898,eV
447.1470373,ritz_wl_vac_nm,682750.0,1/s,AAA,1s.2p,3P*,2,1s.4d,3D,1,20.96408688908,23.73609263507,eV
447.1474077,ritz_wl_vac_nm,6144000.0,1/s,AAA,1s.2p,3P*,2,1s.4d,3D,2,20.96408688908,23.73609033897,eV
447.1474317,ritz_wl_vac_nm,24579000.0,1/s,AAA,1s.2p,3P*,2,1s.4d,3D,3,20.96408688908,23.7360901901,eV
447.1485658,ritz_wl_vac_nm,10241000.0,1/s,AAA,1s.2p,3P*,1,1s.4d,3D,1,20.96409636464,23.73609263507,eV
447.1489362,ritz_wl_vac_nm,18432000.0,1/s,AAA,1s.2p,3P*,1,1s.4d,3D,2,20.96409636464,23.73609033897,eV
447.1683251,ritz_wl_vac_nm,13655000.0,1/s,AAA,1s.2p,3P*,0,1s.4d,3D,1,20.96421885051,23.73609263507,eV
471.3139173,ritz_wl_vac_nm,5289400.0,1/s,AAA,1s.2p,3P*,2,1s.4s,3S,1,20.96408688908,23.593958713,eV
471.3156155,ritz_wl_vac_nm,3173600.0,1/s,AAA,1s.2p,3P*,1,1s.4s,3S,1,20.96409636464,23.593958713,eV
471.3375684,ritz_wl_vac_nm,1057900.0,1/s,AAA,1s.2p,3P*,0,1s.4s,3S,1,20.96421885051,23.593958713,eV
491.074748,ritz_wl_vac_nm,10.28,1/s,AA,1s.2p,1P*,1,1s.4p,1P*,1,21.2180227112,23.7420700688,eV
492.0612726,ritz_wl_vac_nm,62.35,1/s,AA,1s.2p,1P*,1,1s.4f,1F*,3,21.2180227112,23.737009722091,eV
492.1931036,ritz_wl_vac_nm,19863000.0,1/s,AAA,1s.2p,1P*,1,1s.4d,1D,2,21.2180227112,23.73633503536,eV
501.567801,ritz_wl_vac_nm,13372000.0,1/s,AAA,1s.2s,1S,0,1s.3p,1P*,1,20.615774823,23.0870185296,eV
504.208749,ritz_wl_vac_nm,102.2,1/s,AA,1s.2s,1S,0,1s.3d,1D,2,20.615774823,23.07407479777,eV
504.773857,ritz_wl_vac_nm,6771200.0,1/s,AAA,1s.2p,1P*,1,1s.4s,1S,0,21.2180227112,23.67357059,eV
587.443388,ritz_wl_vac_nm,4310.0,1/s,AA,1s.2p,3P*,2,1s.3d,1D,2,20.96408688908,23.07407479777,eV
587.446026,ritz_wl_vac_nm,12320.0,1/s,AA,1s.2p,3P*,1,1s.3d,1D,2,20.96409636464,23.07407479777,eV
587.559871,ritz_wl_vac_nm,1964100.0,1/s,AAA,1s.2p,3P*,2,1s.3d,3D,1,20.96408688908,23.07365649967,eV
587.561397,ritz_wl_vac_nm,17673000.0,1/s,AAA,1s.2p,3P*,2,1s.3d,3D,2,20.96408688908,23.07365101981,eV
587.561484,ritz_wl_vac_nm,70708000.0,1/s,AAA,1s.2p,3P*,2,1s.3d,3D,3,20.96408688908,23.07365070854,eV
587.56251,ritz_wl_vac_nm,29462000.0,1/s,AAA,1s.2p,3P*,1,1s.3d,3D,1,20.96409636464,23.07365649967,eV
587.564036,ritz_wl_vac_nm,53019000.0,1/s,AAA,1s.2p,3P*,1,1s.3d,3D,2,20.96409636464,23.07365101981,eV
587.596628,ritz_wl_vac_nm,39282000.0,1/s,AAA,1s.2p,3P*,0,1s.3d,3D,1,20.96421885051,23.07365649967,eV
663.190187,ritz_wl_vac_nm,23.749,1/s,AAA,1s.2p,1P*,1,1s.3p,1P*,1,21.2180227112,23.0870185296,eV
667.815174,ritz_wl_vac_nm,63705000.0,1/s,AAA,1s.2p,1P*,1,1s.3d,1D,2,21.2180227112,23.07407479777,eV
667.967687,ritz_wl_vac_nm,15100.0,1/s,AA,1s.2p,1P*,1,1s.3d,3D,2,21.2180227112,23.07365101981,eV
706.517716,ritz_wl_vac_nm,15474000.0,1/s,AAA,1s.2p,3P*,2,1s.3s,3S,1,20.96408688908,22.718466419,eV
706.521532,ritz_wl_vac_nm,9284400.0,1/s,AAA,1s.2p,3P*,1,1s.3s,3S,1,20.96409636464,22.718466419,eV
706.570863,ritz_wl_vac_nm,3094800.0,1/s,AAA,1s.2p,3P*,0,1s.3s,3S,1,20.96421885051,22.718466419,eV
716.055563,ritz_wl_vac_nm,95686.0,1/s,AAA,1s.3s,3S,1,1s.10p,3P*,0,22.718466419,24.44947779185,eV
716.055907,ritz_wl_vac_nm,95686.0,1/s,AAA,1s.3s,3S,1,1s.10p,3P*,1,22.718466419,24.44947695951,eV
716.055935,ritz_wl_vac_nm,95686.0,1/s,AAA,1s.3s,3S,1,1s.10p,3P*,2,22.718466419,24.44947689179,eV
728.13508,ritz_wl_vac_nm,18299000.0,1/s,AAA,1s.2p,1P*,1,1s.3s,1S,0,21.2180227112,22.920317359,eV
729.803204,ritz_wl_vac_nm,129130.0,1/s,AAA,1s.3s,3S,1,1s.9p,3P*,0,22.718466419,24.41687012452,eV
729.803696,ritz_wl_vac_nm,129130.0,1/s,AAA,1s.3s,3S,1,1s.9p,3P*,1,22.718466419,24.41686897915,eV
729.803736,ritz_wl_vac_nm,129130.0,1/s,AAA,1s.3s,3S,1,1s.9p,3P*,2,22.718466419,24.41686888593,eV
749.984714,ritz_wl_vac_nm,179420.0,1/s,AAA,1s.3s,3S,1,1s.8p,3P*,0,22.718466419,24.37116765163,eV
749.985457,ritz_wl_vac_nm,179420.0,1/s,AAA,1s.3s,3S,1,1s.8p,3P*,1,22.718466419,24.37116601407,eV
749.985518,ritz_wl_vac_nm,179420.0,1/s,AAA,1s.3s,3S,1,1s.8p,3P*,2,22.718466419,24.37116588077,eV
781.612468,ritz_wl_vac_nm,257480.0,1/s,AAA,1s.3s,3S,1,1s.7p,3P*,0,22.718466419,24.30429185947,eV
781.61368,ritz_wl_vac_nm,257480.0,1/s,AAA,1s.3s,3S,1,1s.7p,3P*,1,22.718466419,24.30428940164,eV
781.613778,ritz_wl_vac_nm,257480.0,1/s,AAA,1s.3s,3S,1,1s.7p,3P*,2,22.718466419,24.30428920147,eV
809.411413,ritz_wl_vac_nm,137910.0,1/s,AAA,1s.3s,1S,0,1s.10p,1P*,1,22.920317359,24.451678459372,eV
826.570055,ritz_wl_vac_nm,187220.0,1/s,AAA,1s.3s,1S,0,1s.9p,1P*,1,22.920317359,24.419889314325,eV
836.171342,ritz_wl_vac_nm,381260.0,1/s,AAA,1s.3s,3S,1,1s.6p,3P*,0,22.718466419,24.20081970804,eV
836.173561,ritz_wl_vac_nm,381260.0,1/s,AAA,1s.3s,3S,1,1s.6p,3P*,1,22.718466419,24.20081577498,eV
836.173742,ritz_wl_vac_nm,381260.0,1/s,AAA,1s.3s,3S,1,1s.6p,3P*,2,22.718466419,24.20081545451,eV
851.803597,ritz_wl_vac_nm,262520.0,1/s,AAA,1s.3s,1S,0,1s.8p,1P*,1,22.920317359,24.37546669735,eV
858.261165,ritz_wl_vac_nm,11647.0,1/s,AAA,1s.3p,3P*,2,1s.10d,3D,1,23.00707314571,24.451273968544,eV
858.261252,ritz_wl_vac_nm,104810.0,1/s,AAA,1s.3p,3P*,2,1s.10d,3D,2,23.00707314571,24.451273822448,eV
858.261258,ritz_wl_vac_nm,419280.0,1/s,AAA,1s.3p,3P*,2,1s.10d,3D,3,23.00707314571,24.451273812052,eV
858.262785,ritz_wl_vac_nm,174700.0,1/s,AAA,1s.3p,3P*,1,1s.10d,3D,1,23.0070758719,24.451273968544,eV
858.262872,ritz_wl_vac_nm,314440.0,1/s,AAA,1s.3p,3P*,1,1s.10d,3D,2,23.0070758719,24.451273822448,eV
858.282731,ritz_wl_vac_nm,232930.0,1/s,AAA,1s.3p,3P*,0,1s.10d,3D,1,23.0071094335,24.451273968544,eV
863.27067,ritz_wl_vac_nm,152620.0,1/s,AAA,1s.3p,3P*,2,1s.10s,3S,1,23.00707314571,24.44289339729,eV
863.272309,ritz_wl_vac_nm,91570.0,1/s,AAA,1s.3p,3P*,1,1s.10s,3S,1,23.0070758719,24.44289339729,eV
863.292489,ritz_wl_vac_nm,30523.0,1/s,AAA,1s.3p,3P*,0,1s.10s,3S,1,23.0071094335,24.44289339729,eV
877.670743,ritz_wl_vac_nm,16044.0,1/s,AAA,1s.3p,3P*,2,1s.9d,3D,1,23.00707314571,24.41933577972,eV
877.670868,ritz_wl_vac_nm,144390.0,1/s,AAA,1s.3p,3P*,2,1s.9d,3D,2,23.00707314571,24.419335579246,eV
877.670877,ritz_wl_vac_nm,577590.0,1/s,AAA,1s.3p,3P*,2,1s.9d,3D,3,23.00707314571,24.419335565023,eV
877.672438,ritz_wl_vac_nm,240660.0,1/s,AAA,1s.3p,3P*,1,1s.9d,3D,1,23.0070758719,24.41933577972,eV
877.672562,ritz_wl_vac_nm,433160.0,1/s,AAA,1s.3p,3P*,1,1s.9d,3D,2,23.0070758719,24.419335579246,eV
877.693296,ritz_wl_vac_nm,320880.0,1/s,AAA,1s.3p,3P*,0,1s.9d,3D,1,23.0071094335,24.41933577972,eV
